Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
43,Non-Travel,1325,Research & Development,14,4,Life Sciences,1,1140,4,Male,46,1,1,Laboratory Technician,1,Married,1396,20099,8,Y,No,23,3,1,80,2,16,0,4,4,4,0,10,Yes
34,Travel_Rarely,959,Research & Development,16,4,Other,1,1141,3,Male,49,1,4,Sales Executive,3,Married,2999,9965,4,Y,No,24,3,1,80,0,17,6,3,0,12,0,6,No
49,Travel_Rarely,728,Sales,24,5,Technical Degree,1,1142,1,Male,43,4,4,Laboratory Technician,4,Married,8442,16756,3,Y,No,24,3,1,80,0,7,1,1,13,1,1,1,No
35,Travel_Rarely,1151,Research & Development,20,5,Marketing,1,1143,2,Male,51,4,5,Manager,4,Single,12581,6108,3,Y,Yes,23,3,1,80,0,1,6,1,3,4,2,0,No
38,Non-Travel,400,Sales,28,5,Medical,1,1144,1,Female,81,2,4,Research Director,2,Divorced,8490,13539,0,Y,No,20,4,2,80,0,8,0,2,1,4,10,10,No
35,Travel_Rarely,1202,Research & Development,8,1,Medical,1,1145,3,Female,56,2,1,Sales Executive,3,Single,7937,13132,2,Y,No,19,3,2,80,2,1,6,2,12,10,0,5,Yes
37,Travel_Rarely,1025,Sales,24,3,Life Sciences,1,1146,2,Male,72,2,5,Manufacturing Director,2,Single,18480,15166,0,Y,No,21,4,3,80,2,5,3,2,0,0,4,4,Yes
26,Travel_Frequently,238,Research & Development,3,5,Marketing,1,1147,2,Female,32,3,3,Laboratory Technician,1,Married,9134,15148,4,Y,No,11,3,1,80,0,5,5,3,10,7,6,6,Yes
23,Travel_Rarely,1145,Research & Development,25,5,Life Sciences,1,1148,2,Female,37,2,2,Sales Representative,4,Married,2111,5599,4,Y,Yes,15,3,2,80,0,3,1,4,2,0,0,4,Yes
51,Travel_Rarely,541,Research & Development,19,1,Technical Degree,1,1149,4,Female,39,4,2,Healthcare Representative,4,Married,1009,10804,8,Y,No,15,3,2,80,0,15,1,3,6,5,8,3,No
29,Travel_Rarely,312,Research & Development,1,1,Life Sciences,1,1150,2,Male,58,3,5,Human Resources,3,Single,8282,21163,7,Y,No,12,3,2,80,1,3,3,1,0,6,2,12,No
27,Travel_Rarely,853,Research & Development,2,1,Marketing,1,1151,4,Female,69,4,3,Human Resources,4,Divorced,1009,16512,4,Y,No,24,3,1,80,1,25,3,4,10,7,0,8,Yes
18,Travel_Rarely,536,Sales,15,3,Life Sciences,1,1152,4,Male,94,3,2,Research Scientist,3,Married,1793,18505,4,Y,No,24,4,2,80,1,19,1,1,19,0,6,10,No
31,Travel_Rarely,881,Research & Development,22,5,Other,1,1153,1,Male,50,2,5,Healthcare Representative,2,Single,7925,2359,6,Y,Yes,23,4,4,80,1,20,3,2,0,0,0,9,Yes
24,Travel_Rarely,1332,Research & Development,28,2,Life Sciences,1,1154,1,Male,53,2,4,Laboratory Technician,1,Married,11387,11592,1,Y,No,11,3,1,80,0,5,5,1,14,3,6,0,Yes
51,Travel_Rarely,540,Sales,10,2,Medical,1,1155,2,Female,89,2,1,Sales Executive,3,Single,5157,16826,6,Y,No,16,3,1,80,1,12,3,3,6,2,5,7,No
46,Travel_Rarely,767,Research & Development,18,5,Marketing,1,1156,3,Male,55,3,3,Sales Executive,2,Married,1009,25583,0,Y,No,17,3,4,80,3,3,5,1,10,0,0,5,No
30,Travel_Rarely,1167,Research & Development,22,5,Medical,1,1157,2,Male,38,4,2,Sales Executive,1,Married,5811,25384,4,Y,No,21,4,3,80,0,12,3,1,0,0,0,1,No
57,Non-Travel,512,Research & Development,14,5,Other,1,1158,1,Female,49,1,1,Manager,4,Divorced,5221,23553,5,Y,No,21,3,3,80,1,0,1,1,0,2,4,14,No
45,Travel_Rarely,907,Sales,17,5,Life Sciences,1,1159,2,Female,85,4,5,Research Scientist,1,Single,7053,24297,9,Y,Yes,19,3,1,80,0,19,0,4,7,10,0,4,No
33,Travel_Rarely,711,Research & Development,27,3,Technical Degree,1,1160,1,Female,65,2,2,Sales Representative,1,Single,1009,19288,0,Y,Yes,18,3,1,80,1,6,2,1,5,0,7,2,No
18,Travel_Rarely,528,Sales,13,2,Medical,1,1161,2,Male,65,3,1,Manufacturing Director,1,Single,2565,23154,8,Y,No,20,3,1,80,1,13,1,1,7,7,5,3,Yes
57,Non-Travel,1400,Sales,1,4,Medical,1,1162,3,Male,51,3,4,Manufacturing Director,4,Single,11310,21868,8,Y,No,13,3,4,80,1,15,6,2,0,0,0,6,No
24,Travel_Rarely,1003,Research & Development,5,2,Marketing,1,1163,2,Female,30,2,3,Research Scientist,3,Single,10077,16243,0,Y,No,19,3,2,80,2,6,2,2,10,1,1,5,No
21,Travel_Rarely,1043,Research & Development,26,2,Medical,1,1164,3,Male,98,3,5,Laboratory Technician,3,Married,11971,2704,3,Y,No,11,3,4,80,0,5,3,3,9,0,3,2,No
46,Travel_Rarely,843,Research & Development,13,1,Other,1,1165,3,Female,66,2,2,Research Scientist,1,Single,1009,14574,7,Y,No,23,4,2,80,1,10,3,2,13,12,0,7,No
59,Travel_Rarely,1494,Sales,27,5,Medical,1,1166,2,Male,42,4,4,Research Scientist,2,Married,2335,23024,1,Y,No,16,3,2,80,0,17,0,1,8,7,5,4,No
49,Travel_Rarely,1345,Research & Development,25,5,Medical,1,1167,3,Female,72,3,3,Manager,2,Married,11157,15587,7,Y,No,23,3,3,80,1,10,3,2,20,6,4,3,No
42,Travel_Rarely,1357,Research & Development,14,5,Marketing,1,1168,3,Male,66,1,3,Manufacturing Director,1,Single,9283,7121,9,Y,No,24,3,4,80,0,16,6,4,19,6,4,3,Yes
42,Travel_Rarely,429,Research & Development,24,1,Marketing,1,1169,1,Male,54,3,4,Sales Executive,1,Married,8414,15732,8,Y,No,20,3,4,80,1,17,2,3,7,1,1,0,No
44,Non-Travel,153,Research & Development,3,3,Life Sciences,1,1170,1,Female,50,2,2,Manager,2,Single,4796,7818,8,Y,No,12,3,1,80,0,9,1,2,6,4,0,0,No
43,Travel_Rarely,477,Sales,15,3,Life Sciences,1,1171,3,Male,70,1,3,Sales Executive,1,Married,3585,2296,0,Y,Yes,20,3,4,80,0,10,1,3,1,0,6,0,No
39,Travel_Rarely,364,Research & Development,19,4,Life Sciences,1,1172,4,Male,71,2,5,Research Scientist,1,Married,6651,2495,8,Y,No,19,3,2,80,0,12,6,3,0,13,7,0,Yes
37,Travel_Rarely,368,Research & Development,17,3,Life Sciences,1,1173,2,Female,71,3,1,Laboratory Technician,3,Single,4391,4121,3,Y,No,19,3,2,80,3,20,5,3,5,0,5,5,No
36,Travel_Rarely,460,Sales,3,3,Medical,1,1174,3,Male,31,1,5,Sales Executive,3,Married,8982,16049,7,Y,No,18,3,4,80,0,8,0,4,3,1,5,0,No
30,Travel_Rarely,1442,Sales,16,5,Technical Degree,1,1175,2,Male,97,1,3,Manufacturing Director,1,Single,6674,16901,8,Y,No,23,3,3,80,0,20,6,1,2,9,2,2,No
34,Travel_Rarely,1449,Sales,14,2,Life Sciences,1,1176,1,Male,37,3,1,Manufacturing Director,1,Divorced,1935,11175,2,Y,Yes,21,3,3,80,0,13,2,4,9,3,0,3,Yes
21,Travel_Rarely,753,Sales,12,3,Other,1,1177,2,Male,90,1,4,Manufacturing Director,4,Divorced,9484,2272,5,Y,Yes,17,3,1,80,0,5,3,3,0,6,4,0,No
36,Travel_Frequently,147,Research & Development,28,3,Technical Degree,1,1178,3,Male,43,4,1,Sales Executive,3,Single,12395,7911,2,Y,Yes,24,3,1,80,0,10,4,2,0,3,0,2,Yes
27,Non-Travel,701,Research & Development,12,1,Marketing,1,1179,3,Female,50,1,1,Research Scientist,1,Married,12708,4073,0,Y,No,16,3,2,80,1,2,0,2,0,1,5,4,No
26,Travel_Rarely,821,Sales,11,4,Other,1,1180,3,Female,53,1,1,Research Scientist,4,Single,9665,9279,9,Y,Yes,12,3,4,80,0,0,0,4,0,1,3,1,Yes
38,Travel_Rarely,1394,Sales,17,1,Marketing,1,1181,3,Male,79,4,3,Human Resources,4,Single,9729,6078,5,Y,No,24,3,2,80,1,16,4,2,3,7,0,0,No
49,Non-Travel,702,Research & Development,8,5,Other,1,1182,4,Male,74,2,2,Sales Executive,4,Single,1042,24143,4,Y,No,14,3,2,80,0,17,6,3,11,5,2,1,No
45,Travel_Frequently,482,Research & Development,17,2,Life Sciences,1,1183,4,Female,93,2,3,Laboratory Technician,4,Divorced,3344,23499,2,Y,Yes,20,3,4,80,0,11,1,3,18,8,0,7,No
22,Travel_Frequently,219,Research & Development,21,4,Life Sciences,1,1184,4,Female,93,4,2,Sales Representative,3,Married,5708,24000,3,Y,No,17,3,2,80,1,11,5,1,0,8,0,2,No
27,Travel_Rarely,217,Research & Development,25,1,Life Sciences,1,1185,3,Male,55,1,4,Healthcare Representative,4,Divorced,9285,12330,1,Y,No,24,3,2,80,0,6,1,3,12,6,0,4,No
45,Travel_Rarely,361,Research & Development,23,3,Life Sciences,1,1186,4,Female,61,3,4,Manager,3,Married,3678,23990,9,Y,No,23,4,3,80,0,12,1,2,1,7,0,2,No
27,Travel_Rarely,1200,Sales,20,3,Technical Degree,1,1187,2,Female,86,4,4,Human Resources,4,Single,5057,5077,9,Y,No,16,3,1,80,0,26,4,1,7,6,0,3,No
34,Travel_Rarely,406,Sales,11,4,Marketing,1,1188,3,Male,82,3,4,Research Scientist,4,Married,9130,16729,3,Y,No,19,3,3,80,0,19,3,2,10,5,6,7,No
41,Travel_Rarely,108,Research & Development,25,3,Other,1,1189,1,Male,62,2,4,Research Scientist,2,Divorced,7144,10636,3,Y,No,23,3,1,80,1,10,3,4,15,3,4,0,Yes
28,Travel_Rarely,467,Research & Development,25,1,Other,1,1190,3,Male,81,4,5,Sales Executive,3,Divorced,8069,6376,2,Y,No,23,3,1,80,1,10,5,1,21,0,8,12,No
37,Travel_Rarely,624,Research & Development,2,1,Life Sciences,1,1191,2,Female,47,3,3,Sales Executive,2,Married,2843,13704,5,Y,Yes,15,3,1,80,1,8,5,3,13,1,1,5,Yes
24,Travel_Rarely,1473,Research & Development,10,3,Medical,1,1192,4,Female,64,1,2,Laboratory Technician,2,Married,4993,24006,0,Y,No,22,3,3,80,0,0,2,1,4,9,0,4,Yes
31,Travel_Rarely,1340,Research & Development,10,3,Marketing,1,1193,3,Female,41,4,4,Sales Executive,4,Single,4293,14116,8,Y,No,22,3,4,80,0,7,2,3,0,5,2,0,No
39,Non-Travel,530,Sales,11,5,Life Sciences,1,1194,4,Male,80,3,5,Healthcare Representative,3,Single,6495,10082,9,Y,No,16,3,2,80,0,16,1,3,8,2,0,6,No
22,Travel_Rarely,892,Research & Development,28,2,Life Sciences,1,1195,3,Female,39,4,5,Sales Executive,1,Married,4464,14690,2,Y,Yes,20,3,4,80,1,4,4,2,10,8,3,10,Yes
40,Travel_Frequently,848,Sales,6,4,Medical,1,1196,2,Female,81,4,5,Research Scientist,4,Divorced,3826,25753,2,Y,No,16,3,4,80,0,9,5,3,0,2,0,1,No
36,Travel_Rarely,468,Sales,4,1,Other,1,1197,3,Female,63,2,3,Healthcare Representative,3,Married,7087,12510,2,Y,No,24,3,1,80,0,2,0,3,11,6,2,0,No
41,Travel_Rarely,414,Research & Development,24,4,Life Sciences,1,1198,4,Male,96,2,4,Research Scientist,2,Divorced,16354,21265,6,Y,Yes,18,4,1,80,1,17,3,3,4,8,6,4,No
38,Non-Travel,639,Research & Development,12,5,Medical,1,1199,4,Female,68,1,5,Healthcare Representative,3,Single,9242,23104,7,Y,No,18,3,3,80,0,1,6,2,0,6,6,0,Yes
49,Travel_Rarely,1022,Human Resources,11,1,Other,1,1200,2,Male,37,2,5,Human Resources,4,Married,1009,25039,1,Y,Yes,16,4,3,80,3,15,4,3,7,8,6,2,No
38,Travel_Rarely,1179,Research & Development,23,5,Life Sciences,1,1201,3,Female,58,2,4,Manager,3,Divorced,8151,14629,0,Y,Yes,18,3,2,80,0,19,5,4,1,5,3,7,Yes
32,Travel_Rarely,966,Sales,23,5,Life Sciences,1,1202,1,Female,51,2,3,Research Scientist,2,Married,4079,24830,4,Y,No,17,3,4,80,1,8,2,2,0,0,5,10,Yes
38,Travel_Rarely,1289,Sales,27,3,Other,1,1203,3,Male,99,3,5,Sales Representative,3,Married,2076,14597,7,Y,No,11,3,4,80,0,5,5,4,8,8,2,7,No
41,Travel_Frequently,883,Research & Development,26,4,Technical Degree,1,1204,2,Female,90,4,2,Sales Executive,3,Married,9808,6902,2,Y,No,15,3,2,80,2,15,3,1,9,7,3,1,No
37,Non-Travel,435,Research & Development,25,4,Human Resources,1,1205,1,Male,72,2,1,Healthcare Representative,2,Married,6862,7982,5,Y,No,21,3,1,80,0,23,5,2,4,3,1,3,No
37,Travel_Rarely,899,Research & Development,13,3,Technical Degree,1,1206,2,Female,78,3,1,Sales Executive,4,Divorced,18185,7831,2,Y,No,20,3,3,80,0,21,3,4,8,2,0,2,No
30,Travel_Rarely,449,Research & Development,5,4,Medical,1,1207,3,Male,58,4,1,Sales Executive,1,Married,5962,4452,5,Y,No,20,3,2,80,0,10,4,2,13,4,3,4,Yes
30,Travel_Rarely,374,Research & Development,6,3,Other,1,1208,1,Female,60,2,3,Human Resources,2,Single,5436,7484,3,Y,No,23,3,4,80,3,4,5,3,12,0,7,7,No
24,Travel_Frequently,1064,Research & Development,1,1,Medical,1,1209,2,Female,82,2,5,Research Scientist,2,Married,12126,22694,6,Y,Yes,20,3,2,80,3,9,5,2,1,7,3,1,No
52,Travel_Rarely,821,Sales,6,5,Technical Degree,1,1210,4,Male,63,4,1,Manager,4,Single,6603,2500,9,Y,No,15,3,2,80,0,0,2,1,7,3,3,11,No
25,Travel_Rarely,601,Research & Development,18,5,Life Sciences,1,1211,1,Male,67,3,1,Research Scientist,4,Married,1530,22818,0,Y,Yes,20,3,4,80,1,6,4,4,2,0,4,0,No
30,Travel_Rarely,1218,Research & Development,22,4,Other,1,1212,1,Male,86,3,4,Manager,3,Single,2360,18543,0,Y,No,24,3,4,80,1,14,0,2,0,6,3,1,Yes
30,Travel_Rarely,786,Sales,9,2,Medical,1,1213,2,Male,33,1,5,Human Resources,2,Divorced,4956,2321,4,Y,Yes,19,3,3,80,0,8,3,3,10,5,1,1,No
45,Travel_Rarely,180,Research & Development,24,5,Medical,1,1214,4,Male,31,4,5,Laboratory Technician,3,Divorced,9590,15263,8,Y,Yes,17,3,3,80,0,6,6,4,13,7,4,12,Yes
34,Travel_Frequently,723,Research & Development,25,3,Life Sciences,1,1215,1,Female,41,1,4,Laboratory Technician,3,Single,12478,20662,4,Y,No,17,3,4,80,3,10,6,4,4,0,0,9,No
48,Travel_Rarely,1342,Human Resources,15,2,Other,1,1216,2,Female,64,3,5,Manufacturing Director,4,Single,10269,12527,3,Y,No,20,3,3,80,0,9,4,4,8,6,5,1,Yes
30,Travel_Rarely,1048,Sales,26,2,Marketing,1,1217,1,Female,99,2,2,Research Director,4,Married,9169,25278,7,Y,No,12,3,3,80,0,17,6,1,16,10,6,2,No
39,Travel_Frequently,459,Research & Development,8,5,Other,1,1218,1,Male,50,1,3,Research Scientist,3,Married,11655,26229,4,Y,No,18,3,3,80,0,0,4,3,13,4,2,3,No
29,Travel_Frequently,719,Sales,19,5,Marketing,1,1219,1,Female,90,3,4,Manufacturing Director,2,Single,9419,17807,0,Y,Yes,13,3,4,80,0,15,6,3,3,3,0,2,Yes
56,Travel_Rarely,608,Research & Development,24,5,Life Sciences,1,1220,4,Female,64,3,1,Research Scientist,2,Single,2254,11215,6,Y,No,19,3,1,80,1,10,0,4,6,0,9,7,No
26,Travel_Rarely,1306,Sales,16,3,Technical Degree,1,1221,3,Male,77,2,5,Sales Executive,3,Married,5462,24301,3,Y,No,16,3,1,80,0,14,4,2,2,4,0,5,No
39,Travel_Rarely,677,Sales,6,2,Other,1,1222,3,Male,44,4,2,Sales Executive,1,Married,4078,12889,9,Y,No,19,3,3,80,0,0,3,4,8,0,1,4,No
42,Travel_Rarely,1371,Research & Development,6,4,Other,1,1223,4,Male,44,3,2,Manufacturing Director,1,Single,12432,19658,4,Y,No,19,3,1,80,0,18,6,3,7,8,0,7,Yes
40,Travel_Rarely,345,Research & Development,22,3,Life Sciences,1,1224,4,Female,35,1,3,Sales Representative,4,Married,2013,17929,5,Y,No,17,3,3,80,0,15,1,1,0,12,6,5,No
35,Travel_Rarely,607,Sales,3,1,Life Sciences,1,1225,2,Male,97,2,2,Research Scientist,2,Divorced,2104,11325,6,Y,No,20,3,1,80,0,24,1,1,4,13,0,6,No
35,Travel_Rarely,523,Sales,10,5,Medical,1,1226,1,Female,51,4,5,Laboratory Technician,3,Single,7298,3195,1,Y,No,22,3,1,80,2,4,2,4,0,1,3,4,No
37,Travel_Frequently,1445,Research & Development,1,2,Other,1,1227,4,Male,61,4,5,Manufacturing Director,3,Married,15566,4193,0,Y,No,18,4,2,80,0,6,0,1,0,1,3,10,No
35,Travel_Rarely,1212,Research & Development,28,3,Other,1,1228,2,Female,51,4,2,Research Scientist,2,Single,9953,2607,2,Y,No,12,3,3,80,1,0,2,1,9,6,1,4,No
45,Travel_Rarely,318,Research & Development,14,1,Life Sciences,1,1229,3,Male,56,3,5,Sales Representative,4,Single,11395,13418,9,Y,No,15,3,1,80,0,4,1,2,7,3,0,3,No
57,Travel_Rarely,1403,Sales,4,3,Marketing,1,1230,3,Female,44,4,5,Research Scientist,4,Single,1298,17585,0,Y,No,13,3,1,80,1,22,0,1,12,4,3,6,No
31,Non-Travel,1110,Research & Development,26,3,Marketing,1,1231,3,Male,73,3,1,Sales Executive,1,Married,9643,15787,3,Y,No,11,3,2,80,0,13,4,2,7,13,7,6,No
24,Travel_Frequently,1294,Sales,12,4,Life Sciences,1,1232,3,Male,38,2,4,Sales Executive,2,Divorced,1277,18017,5,Y,No,23,4,1,80,1,5,4,4,5,0,1,4,No
36,Travel_Frequently,431,Sales,6,4,Medical,1,1233,2,Female,63,2,5,Sales Representative,2,Married,9935,3926,4,Y,Yes,16,4,2,80,2,12,3,3,18,5,0,0,No
60,Travel_Frequently,751,Research & Development,11,3,Marketing,1,1234,1,Female,44,4,5,Human Resources,3,Single,1009,12966,3,Y,No,23,3,1,80,0,10,5,3,4,5,0,9,Yes
29,Non-Travel,492,Research & Development,12,1,Medical,1,1235,2,Male,91,2,3,Research Scientist,2,Single,4906,12384,6,Y,Yes,22,4,2,80,0,0,1,2,4,7,1,8,Yes
51,Travel_Rarely,482,Research & Development,10,2,Life Sciences,1,1236,1,Male,74,1,4,Sales Executive,1,Married,1009,9231,5,Y,Yes,19,3,2,80,1,0,4,3,7,1,0,1,Yes
52,Travel_Rarely,1431,Research & Development,18,2,Medical,1,1237,3,Male,87,1,4,Laboratory Technician,2,Single,2341,13452,2,Y,Yes,12,3,4,80,0,19,0,4,2,9,1,5,Yes
31,Travel_Rarely,843,Research & Development,7,5,Life Sciences,1,1238,4,Male,48,3,4,Healthcare Representative,3,Married,1009,7901,8,Y,Yes,19,4,3,80,1,17,5,3,8,5,3,2,No
42,Travel_Frequently,921,Research & Development,7,5,Life Sciences,1,1239,4,Male,45,4,2,Manufacturing Director,1,Married,9560,17976,4,Y,No,18,3,4,80,0,0,5,1,2,1,0,6,No
51,Travel_Frequently,774,Human Resources,11,2,Life Sciences,1,1240,4,Female,37,3,1,Research Director,3,Divorced,6943,16953,9,Y,No,21,4,3,80,1,10,4,4,4,3,11,8,No
33,Travel_Rarely,614,Sales,4,3,Other,1,1241,1,Female,62,2,1,Manager,2,Single,4302,21594,0,Y,No,19,3,1,80,1,5,2,4,2,7,3,3,No
35,Travel_Rarely,1050,Sales,20,3,Life Sciences,1,1242,3,Male,47,4,3,Sales Representative,4,Married,7050,17231,5,Y,No,15,3,3,80,0,19,2,3,0,11,5,6,Yes
31,Travel_Rarely,1313,Research & Development,1,4,Technical Degree,1,1243,2,Male,64,3,4,Laboratory Technician,2,Single,2594,24328,4,Y,Yes,23,4,4,80,1,14,2,3,0,2,1,0,No
27,Non-Travel,1031,Research & Development,13,4,Life Sciences,1,1244,4,Male,72,4,4,Research Scientist,2,Married,8012,13173,9,Y,No,12,3,3,80,0,2,5,2,0,11,1,1,No
30,Travel_Rarely,1014,Sales,18,5,Life Sciences,1,1245,1,Male,79,4,5,Healthcare Representative,3,Married,6134,26076,7,Y,No,20,3,4,80,0,12,2,1,13,8,0,7,No
25,Travel_Rarely,745,Research & Development,9,2,Other,1,1246,4,Male,32,3,2,Laboratory Technician,4,Divorced,17220,6437,3,Y,Yes,20,3,3,80,0,10,2,3,7,2,2,1,No
37,Travel_Rarely,528,Sales,26,3,Life Sciences,1,1247,2,Male,88,4,2,Research Scientist,2,Married,14177,6722,0,Y,Yes,16,3,1,80,1,11,5,3,4,6,0,1,Yes
29,Travel_Rarely,603,Research & Development,24,2,Other,1,1248,3,Male,57,2,3,Sales Executive,1,Married,10920,24662,1,Y,No,17,4,1,80,0,7,3,2,0,7,0,1,No
39,Travel_Frequently,831,Sales,24,1,Life Sciences,1,1249,2,Male,75,1,1,Laboratory Technician,1,Single,7873,11075,7,Y,Yes,13,3,3,80,3,11,2,3,14,3,0,0,No
22,Travel_Rarely,1385,Research & Development,9,2,Life Sciences,1,1250,3,Male,93,1,4,Laboratory Technician,3,Single,8475,3394,9,Y,No,24,3,3,80,1,4,3,1,3,1,0,7,Yes
39,Travel_Frequently,172,Research & Development,23,1,Life Sciences,1,1251,3,Male,99,4,3,Laboratory Technician,3,Married,12332,4041,7,Y,Yes,16,3,1,80,0,2,3,1,1,3,0,7,No
44,Travel_Rarely,579,Sales,9,4,Other,1,1252,3,Male,76,1,2,Sales Executive,4,Divorced,7854,4336,4,Y,Yes,16,4,3,80,1,1,4,4,0,2,1,1,No
18,Travel_Rarely,1303,Human Resources,10,4,Life Sciences,1,1253,4,Female,43,4,2,Laboratory Technician,3,Married,8143,17723,5,Y,Yes,18,3,2,80,0,3,5,4,0,5,1,0,No
40,Travel_Rarely,558,Research & Development,28,5,Marketing,1,1254,2,Female,36,3,2,Sales Executive,4,Married,3790,19836,1,Y,No,11,3,1,80,1,14,0,1,9,12,4,3,No
48,Travel_Rarely,290,Research & Development,2,2,Medical,1,1255,4,Female,60,2,4,Manufacturing Director,2,Single,3269,5750,8,Y,Yes,14,3,1,80,0,14,2,2,17,5,4,0,No
25,Travel_Rarely,392,Research & Development,6,2,Medical,1,1256,2,Male,80,1,4,Laboratory Technician,1,Married,5996,18785,5,Y,Yes,11,3,4,80,1,22,0,4,8,10,2,6,No
52,Travel_Rarely,1021,Research & Development,15,1,Other,1,1257,1,Male,58,3,4,Manager,1,Married,1009,3544,8,Y,No,18,3,4,80,1,9,1,1,8,6,8,4,No
40,Travel_Rarely,393,Sales,3,4,Other,1,1258,1,Male,44,2,5,Healthcare Representative,1,Single,6363,9460,9,Y,No,12,3,2,80,1,16,3,1,17,14,0,2,Yes
30,Non-Travel,857,Research & Development,11,1,Technical Degree,1,1259,2,Male,54,1,1,Healthcare Representative,3,Married,5361,20601,2,Y,No,18,3,3,80,0,11,6,4,10,1,4,7,No
36,Travel_Rarely,1408,Sales,6,4,Life Sciences,1,1260,2,Female,90,1,2,Healthcare Representative,3,Married,10631,23360,5,Y,No,13,3,2,80,0,13,1,1,6,0,3,0,No
41,Travel_Frequently,478,Sales,3,1,Life Sciences,1,1261,2,Male,70,2,2,Laboratory Technician,2,Married,12255,4936,9,Y,No,18,3,3,80,0,17,3,1,10,5,1,2,Yes
37,Travel_Rarely,1281,Sales,24,4,Life Sciences,1,1262,2,Male,98,3,5,Sales Executive,3,Married,18585,18111,4,Y,Yes,16,4,4,80,0,15,2,1,12,5,1,0,No
41,Travel_Rarely,609,Research & Development,11,1,Life Sciences,1,1263,3,Male,33,3,2,Manufacturing Director,4,Married,9223,15930,8,Y,No,11,3,3,80,0,12,1,1,10,9,0,0,No
28,Travel_Rarely,629,Research & Development,15,4,Life Sciences,1,1264,4,Male,86,1,2,Laboratory Technician,1,Married,7214,16280,9,Y,No,17,3,4,80,1,6,5,4,4,11,4,0,Yes
38,Travel_Rarely,1480,Sales,13,1,Medical,1,1265,3,Female,60,2,4,Laboratory Technician,2,Divorced,3839,3758,0,Y,No,23,3,1,80,2,13,4,2,9,0,6,1,No
24,Travel_Rarely,660,Sales,20,2,Other,1,1266,4,Male,32,3,4,Research Scientist,4,Married,1569,24851,8,Y,No,17,4,1,80,0,21,1,1,2,3,2,0,Yes
35,Travel_Rarely,1312,Research & Development,28,5,Human Resources,1,1267,4,Female,96,2,1,Research Director,4,Single,10796,16514,4,Y,Yes,16,3,3,80,0,12,3,3,6,4,0,3,Yes
28,Travel_Rarely,1156,Sales,10,1,Life Sciences,1,1268,4,Male,79,2,2,Research Scientist,3,Single,6370,6042,0,Y,No,11,3,4,80,2,8,5,2,9,0,3,3,Yes
30,Non-Travel,361,Sales,6,5,Life Sciences,1,1269,3,Female,46,1,3,Research Scientist,3,Single,8497,22550,9,Y,No,15,3,2,80,2,17,3,3,18,3,1,0,No
48,Travel_Rarely,522,Sales,15,2,Human Resources,1,1270,2,Male,89,2,2,Human Resources,1,Married,6587,5728,7,Y,No,11,4,4,80,0,0,0,3,9,8,0,6,Yes
46,Travel_Frequently,405,Research & Development,25,2,Marketing,1,1271,3,Female,95,2,2,Manager,2,Divorced,6709,18692,6,Y,No,11,3,4,80,0,8,6,1,7,8,2,0,Yes
42,Travel_Rarely,1043,Research & Development,18,4,Other,1,1272,3,Male,53,4,1,Sales Executive,4,Single,7530,5166,5,Y,No,16,3,4,80,1,3,6,4,4,5,1,0,No
26,Travel_Rarely,1164,Research & Development,18,5,Other,1,1273,4,Female,61,2,3,Sales Representative,3,Single,8483,22950,1,Y,Yes,18,3,1,80,1,10,1,3,3,10,0,7,No
34,Travel_Rarely,643,Research & Development,7,3,Marketing,1,1274,1,Male,48,3,2,Research Scientist,3,Single,10921,4553,4,Y,No,11,3,4,80,0,21,4,3,4,5,1,0,No
47,Travel_Rarely,1403,Research & Development,15,4,Other,1,1275,1,Male,95,1,3,Healthcare Representative,2,Married,1009,5800,2,Y,No,12,3,3,80,1,16,2,3,7,8,6,5,No
38,Travel_Rarely,1328,Research & Development,18,5,Life Sciences,1,1276,3,Female,89,1,4,Laboratory Technician,2,Married,9254,19684,1,Y,Yes,15,3,1,80,1,0,0,1,12,1,2,1,Yes
58,Travel_Rarely,1191,Research & Development,18,1,Marketing,1,1277,4,Female,95,2,4,Laboratory Technician,3,Married,1009,10695,9,Y,No,18,3,1,80,0,6,1,1,0,1,2,0,Yes
40,Travel_Rarely,209,Research & Development,20,1,Other,1,1278,3,Male,44,2,3,Healthcare Representative,3,Married,9796,5563,0,Y,No,21,3,1,80,1,0,0,4,11,11,3,0,Yes
38,Travel_Rarely,369,Sales,9,2,Life Sciences,1,1279,3,Female,64,3,2,Sales Executive,1,Married,8005,26885,8,Y,No,14,3,4,80,0,19,1,1,3,2,2,5,No
34,Travel_Frequently,323,Sales,24,3,Other,1,1280,2,Male,98,4,3,Sales Executive,2,Divorced,6139,6941,1,Y,Yes,24,4,2,80,1,6,6,2,2,7,1,0,No
38,Travel_Frequently,1215,Research & Development,2,1,Other,1,1281,4,Female,56,1,3,Manufacturing Director,4,Single,6323,2442,0,Y,No,15,3,4,80,1,11,2,4,10,2,2,8,No
